" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0125744","nm0270838","Fange nr. 1","Fange nr. 1","1935","Comedy"
"tt0121377","nm0260871","How to Undress in Front of Your Husband","How to Undress in Front of Your Husband","1937","Drama,Short"
"tt0125952","nm1150360,nm0945428,nm0454115","Nihon josei dokuhon","Nihon josei dokuhon","1937","Drama"
"tt0131809","nm0002489","Arènes joyeuses","Arènes joyeuses","1935",NULL
"tt0127436","\N","Aspectos de Coimbra","Aspectos de Coimbra","1936","Documentary"
"tt0127605","\N","Indústria Portuguesa - Fabricação de Malhas","Indústria Portuguesa - Fabricação de Malhas","1936","Documentary"
"tt0128107","nm0578933","Castelos de Portugal","Castelos de Portugal","1936","Documentary"
"tt0128130","\N","Coisas d'África","Coisas d'África","1937","Documentary"
"tt0128150","nm0578933","Curiosidades e Notícias","Curiosidades e Notícias","1936","Documentary"
"tt0128225","\N","Fundão e Arredores","Fundão e Arredores","1936","Documentary"
"tt0128351","\N","Miranda do Douro","Miranda do Douro","1936","Documentary"
"tt0128363","nm0592056","Mourão","Mourão","1937","Documentary"
"tt0128439","nm0196066","Reuniões Mundanas no Funchal","Reuniões Mundanas no Funchal","1936","Documentary"
"tt0141753","nm0257068","Pygmalion","Pygmalion","1935","Comedy"
"tt0142293","nm0487237","Firemen's Picnic","Firemen's Picnic","1937","Animation,Short"
"tt0142667","nm0487237","Monkey Wretches","Monkey Wretches","1935","Animation,Short"
"tt0149891","nm0608487,nm0856056","Birdland","Birdland","1935","Animation,Short"
"tt0150608","nm0856056,nm0608487","Football","Football","1935","Animation,Short"
"tt0151182","nm0332441,nm0365489","Kannibal Kapers","Kannibal Kapers","1935","Animation,Short"
"tt0151227","nm0817662","Klatovsti dragouni","Klatovsti dragouni","1937",NULL
"tt0151253","nm0332441,nm0365489","Krazy's Newsreel","Krazy's Newsreel","1936","Animation,Short"
"tt0151605","nm0856056,nm0608487","A Modern Red Riding Hood","A Modern Red Riding Hood","1935","Animation,Short"
"tt0151910","nm0658476,nm0319013","Parrotville Post-Office","Parrotville Post-Office","1935","Animation,Short"
"tt0158706","nm0201837","Khun-e-Nahaq","Khun-e-Nahaq","1935",NULL
"tt0158945","nm0159342","Shaan-e-Hind","Shaan-e-Hind","1936",NULL
"tt0165229","nm0385193,nm0687402,nm0825843","Le diable en bouteille","Le diable en bouteille","1935","Drama"
"tt0134023","nm0728774","Patriots","Patrioten","1937","Drama,Romance,War"
"tt0134089","nm0811083","Seikkailu jalkamatkalla","Seikkailu jalkamatkalla","1936",NULL
"tt0139692","nm0649910","VMV 6","VMV 6","1936","Adventure,Romance,Thriller"
"tt0145846","nm0581721","Invitation to the Waltz","Invitation to the Waltz","1935","Musical"
"tt0147568","nm0412650","Summertime","Summertime","1935","Animation,Family,Short"
"tt0147656","nm0116103","Variety","Variety","1935","Musical"
"tt0152003","\N","Playing Politics","Playing Politics","1936","Animation,Short"
"tt0152334","\N","Scrappy's Pony","Scrappy's Pony","1936","Animation,Short"
"tt0154571","nm0888782","Havenmuziek","Havenmuziek","1937","Comedy,Crime"
"tt0156318","nm0097882","Bala Ki Raat","Bala Ki Raat","1936",NULL
"tt0156629","nm0080389","Jagran","Jagran","1936",NULL
"tt0168167","nm0072872","She Knew What She Wanted","She Knew What She Wanted","1936","Comedy"
"tt0168195","nm0269679","Music and Millions","Such Is Life","1936","Comedy"
"tt0168508","nm0453245","The Big Shot","The Big Shot","1937","Comedy,Crime,Romance"
"tt0169894","nm0729524","Le fauteuil 47","Le fauteuil 47","1937","Comedy"
"tt0170128","nm0162272","Král ulice","Král ulice","1935","Romance"
"tt0166243","nm0622378","Kärlek och monopol","Kärlek och monopol","1936",NULL
"tt0132909","nm0523994","The Crooked Trail","The Crooked Trail","1936","Action,Drama,Romance"
"tt0179078","nm0537222","L'ange du foyer","L'ange du foyer","1937",NULL
"tt0172834","nm0777706","Musical Airwaves","Musical Airwaves","1936","Comedy,Music,Short"
"tt0174697","nm0285551","Going Places with Lowell Thomas, #8","Going Places with Lowell Thomas, #8","1935","Documentary,News,Short"
"tt0188450","nm0729524","Bichon","Bichon","1936","Comedy"
"tt0182186","nm0285551","Going Places with Lowell Thomas, #40","Going Places with Lowell Thomas, #40","1937","Documentary,Short"
"tt0190498","nm0181871","Juan Moreira","Juan Moreira","1936","Adventure,Drama,History"
"tt0194365","nm0950680","Shen mi zhi hua","Shen mi zhi hua","1937",NULL
"tt0191287","nm0401081","Monsieur Bégonia","Monsieur Bégonia","1937","Comedy"
"tt0192549","nm0158423","Rou bo","Rou bo","1937",NULL
"tt0192763","nm0696049,nm0695604","Paths of Enemies","Vrazhyi tropy","1935","Drama"
"tt0195668","nm0376221","Dublin in Brass","Dublin in Brass","1935","Comedy,Musical,Romance"
"tt0193969","nm0401081","Gangster malgré lui","Gangster malgré lui","1935","Comedy"
"tt0204373","nm0081770,nm0572235","Hell Unlimited","Hell Unlimited","1936","Animation,Documentary,Short"
"tt0200557","nm0408348","Daibosatsu tôge: dai-ippen - Kôgen itto-ryû no maki","Daibosatsu tôge: dai-ippen - Kôgen itto-ryû no maki","1935",NULL
"tt0198467","nm0401081","Mercadet","Le faiseur","1936","Comedy"
"tt0201759","nm0131891","La mariée du régiment","La mariée du régiment","1936","Comedy"
"tt0201887","nm0321973,nm0309477","La reine des resquilleuses","La reine des resquilleuses","1937","Comedy"
"tt0202039","nm0863853","Una porteña optimista","Una porteña optimista","1937",NULL
"tt0213718","nm0220813","Hoore Samandar","Hoore Samandar","1936",NULL
"tt0202991","nm0467408","Lentelied","Lentelied","1936",NULL
"tt0208285","nm0746280","Marysa","Marysa","1935","Drama"
"tt0227736","nm0938209","Verlieb Dich nicht am Bodensee","Verlieb Dich nicht am Bodensee","1935",NULL
"tt0248811","nm0312866","Frauenliebe - Frauenleid","Frauenliebe - Frauenleid","1937","Drama"
"tt0239852","nm0850432","Put korablya","Put korablya","1935",NULL
"tt0230668","nm0419365","Pujarini","Pujarini","1935",NULL
"tt0230909","\N","Two Hearts in Wax Time","Two Hearts in Wax Time","1935","Fantasy,Musical,Short"
"tt0244880","nm0913773","Wacus","Wacus","1935","Comedy,Romance"
"tt0254819","nm0695173","Thooku Thooki","Thooku Thooki","1935",NULL
"tt0253648","nm0671708","Savitri","Savitri","1936",NULL
"tt0251095","\N","The Ghost Train","The Ghost Train","1937","Comedy,Short,Thriller"
"tt0256069","nm0707465,nm0700386","Harishchandra","Harishchandra","1935","Drama,Musical"
"tt0256868","nm0774989","Laat me dat eens zien","Laat me dat eens zien","1935",NULL
"tt0262097","nm0710530","Veer Kumari","Veer Kumari","1935",NULL
"tt0263396","nm0209504","Een groot Vlaming is ons ontvallen: Lieven Gevaert","Een groot Vlaming is ons ontvallen: Lieven Gevaert","1935","Documentary"
"tt0264788","nm0353103","Leila, Daughter of the Desert","Layla bint el sahara","1937","Drama,Romance"
"tt0265608","nm0627864","Racing Luck","Racing Luck","1935","Action,Adventure,Crime"
"tt0271702","nm0866299","Parada gwiazd Warszawy","Parada Warszawy","1937","Music"
"tt0267131","nm0499310","Yugoslavia","Yugoslavia","1935",NULL
"tt0267294","nm0746958","Bangalee","Bangalee","1936",NULL
"tt0268966","nm0594635","The Sailor","El bahar","1935","Drama,Romance"
"tt0286692","nm0901874","Hier irrt Schiller","Hier irrt Schiller","1936","Comedy,Short"
"tt0276262","nm0876152,nm0090271","Everything Except That","Kulluh illa keda","1937","Drama,Romance"
"tt0282852","nm0083104","Polibek ve snehu","Polibek ve snehu","1935","Comedy"
"tt0293861","\N","The March of Time: Volume 1, Number 5","The March of Time: Volume 1, Number 5","1937","Documentary,Short"
"tt0326041","nm0909044","Radio Rhapsody","Radio Rhapsody","1935","Music,Musical,Short"
"tt0323319","nm0704613","Fig Tree","Munhwagwa","1935",NULL
"tt0314527","nm0533073","Postal Union","Postal Union","1937","Comedy,Musical,Short"
"tt0327591","nm0160280","Comic Artist's Home Life","Comic Artist's Home Life","1937","Short"
"tt0328484","nm1019504","Strike! You're Out","Strike! You're Out","1936","Comedy,Short"
"tt0335306","nm0513509","Mystery Island","Mystery Island","1937",NULL
"tt0419942","\N","Manga: Yume no shoshurei","Manga: Yume no shoshurei","1936","Animation,Short"
"tt0339378","nm0376221","Red Nichols & His World Famous Pennies","Red Nichols & His World Famous Pennies","1936","Music,Short"
"tt0376631","\N","Guru Ghantal","Guru Ghantal","1937",NULL
"tt0377451","nm1224162","Bansari Bala","Bansari Bala","1936",NULL
"tt0418858","nm0959977","Manga: Chinkoro heibei tamatebako","Manga: Chinkoro heibei tamatebako","1936","Animation,Short"
"tt0423429","nm0556079","Ta-chan's Underwater Adventure","Tâchan no kaitei ryoko","1935","Animation,Short"
"tt0374346","\N","Zalzala","Zalzala","1935",NULL
"tt0381572","nm0823864","Screen Snapshots Series 14, No. 6","Screen Snapshots Series 14, No. 6","1935","Documentary,Short"
"tt0381579","nm0294137","Serves You Right","Serves You Right","1935","Short"
"tt0383321","nm0496397","Dva brata","Dva brata","1937","Drama"
"tt0395272","\N","Streamlines","Streamlines","1936","Documentary,Short"
"tt0406769","nm0844546","La fiesta de las flores","La fiesta de las flores","1936","Documentary,Short"
"tt0406991","nm0196563","Mexicana","Mexicana","1935","Musical,Short"
"tt0434428","nm0902025","Was ein Häkchen werden will","Was ein Häkchen werden will","1936","Short"
"tt0442270","nm0106218","In Nature's Workshop","In Nature's Workshop","1937","Documentary,Short"
"tt0419973","nm1671944","Mori no gohiki no dobutsu tachi","Mori no gohiki no dobutsu tachi","1937","Animation,Short"
"tt0494088","nm0349180","Kampf um Kraft","Kampf um Kraft","1935",NULL
"tt0471714","nm1994067","Glimpses of New Japan: Picturesque Nippon","Gendai Nippon: Kodomo-hen","1937","Documentary,Short"
"tt0872168","nm0407464","Tôjin Okichi - Kurofune jôwa","Tôjin Okichi - Kurofune jôwa","1937",NULL
"tt0497220","nm2137287","Hinein!","Hinein!","1936","Documentary,Short"
"tt1032272","nm0452112,nm2148679","Weltstadt am Wasser","Weltstadt am Wasser","1937","Short"
"tt0896914","nm0334350","The Big Apple","The Big Apple","1937","Musical,Short"
"tt0896937","nm0160280","How to Dance the Shag","How to Dance the Shag","1937","Musical,Short"
"tt0896964","nm1019504","Pot Luck","Pot Luck","1937","Comedy,Musical,Short"
"tt0988988","nm0147902","Gore!","Gore!","1937","Documentary,Short"
"tt0994924","nm0823864","Screen Snapshots Series 16, No. 3","Screen Snapshots Series 16, No. 3","1936","Documentary,Short"
"tt1002762","\N","En fargesymfoni i blått","En fargesymfoni i blått","1936","Animation,Short"
"tt0024678","nm0210280","Tomar","Tomar","1936","Documentary"
"tt0029466","nm0713283","The Rat","The Rat","1937","Crime,Drama"
"tt0027329","nm0359310","With Pleasure, Madame","Ball at Savoy","1936","Comedy,Musical,Romance"
"tt0027331","nm0188669","Banjo on My Knee","Banjo on My Knee","1936","Comedy,Drama,Romance"
"tt0027342","nm0245213","They Were Five","La belle équipe","1936","Drama"
"tt0027366","nm0394477","Black Gold","Black Gold","1936","Action,Drama,Romance"
"tt0025898","nm0719756","Toni","Toni","1935","Crime,Drama,Romance"
"tt0026028","nm0052217","This Woman Is Mine","18 Minutes","1935","Drama"
"tt0026082","nm0896533","The Arizonian","The Arizonian","1935","Adventure,Music,Romance"
"tt0026118","nm0658476,nm0319013","Bird Scouts","Bird Scouts","1935","Animation,Short"
"tt0026215","nm0116103","City of Beautiful Nonsense","City of Beautiful Nonsense","1935","Drama"
"tt0026226","nm0528012","A Colour Box","A Colour Box","1935","Animation,Short"
"tt0026239","nm0090007","The County Chairman","The County Chairman","1935","Comedy,Drama,Romance"
"tt0026248","nm0359310","The Crouching Beast","The Crouching Beast","1935","Action,Drama,War"
"tt0026249","nm0001124","The Crusades","The Crusades","1935","Adventure,Drama,History"
"tt0026275","nm0045800","Devil Dogs of the Air","Devil Dogs of the Air","1935","Action,Comedy,Drama"
"tt0026308","nm0483944","One Too Many on Board","Einer zuviel an Bord","1935",NULL
"tt0026318","nm0319971","Escala na Madeira","Escala na Madeira","1935","Documentary"
"tt0026338","nm0281808","The Farmer Takes a Wife","The Farmer Takes a Wife","1935","Comedy,Romance"
"tt0026353","nm0809467","The Fighting Pilot","The Fighting Pilot","1935","Action,Romance"
"tt0026362","nm0736778","The Fixer Uppers","The Fixer Uppers","1935","Comedy,Short"
"tt0026408","nm0006943","Gigolette","Gigolette","1935","Drama,Romance"
"tt0026419","nm0355284","Goin' to Town","Goin' to Town","1935","Comedy,Musical"
"tt0026453","nm0006943","Happiness C.O.D.","Happiness C.O.D.","1935","Comedy,Romance"
"tt0026475","nm0257638","His Fighting Blood","His Fighting Blood","1935","Western"
"tt0026494","nm0115669","Horses' Collars","Horses' Collars","1935","Comedy,Short,Western"
"tt0026501","nm0828419","Hunger Pains","Hunger Pains","1935","Comedy,Short"
"tt0026535","nm0189076","It Happened in New York","It Happened in New York","1935","Comedy,Music,Romance"
"tt0026538","nm0261971","It's a Bet","It's a Bet","1935","Comedy,Drama"
"tt0026548","nm0062759","Jimmy Boy","Jimmy Boy","1935",NULL
"tt0026648","nm0109264","The Magnificent Rogue","Lorenzino de' Medici","1935","Drama,History"
"tt0026689","nm0445033","Mary Jane's Pa","Mary Jane's Pa","1935","Drama"
"tt0026750","nm0220131","Der mutige Seefahrer","Der mutige Seefahrer","1935","Comedy"
"tt0026781","nm0828419","The Nitwits","The Nitwits","1935","Comedy,Crime,Music"
"tt0026786","nm0890085","No Monkey Business","No Monkey Business","1935","Comedy"
"tt0026840","nm0503777","Page Miss Glory","Page Miss Glory","1935","Comedy,Music,Romance"
"tt0026895","nm0747844","Public Hero Number 1","Public Hero Number 1","1935","Crime,Drama"
"tt0026900","nm0500749","As Pupilas do Senhor Reitor","As Pupilas do Senhor Reitor","1935","Drama,Romance"
"tt0026937","nm0166730","Rip Roaring Riley","Rip Roaring Riley","1935","Action,Crime,Drama"
"tt0026980","nm0782707","Shadow of Doubt","Shadow of Doubt","1935","Comedy,Mystery"
"tt0027035","nm0576940","Sprucin' Up","Sprucin' Up","1935","Comedy,Family,Short"
"tt0027036","nm0783461","Square Shooter","Square Shooter","1935","Western"
"tt0027059","nm0319013,nm0260567","The Sunshine Makers","The Sunshine Makers","1935","Animation,Comedy,Family"
"tt0027078","nm0335207","Tarass Boulba","Tarass Boulba","1936","Drama"
"tt0027093","nm0624714","This Is the Life","This Is the Life","1935","Comedy,Drama,Musical"
"tt0027103","nm0853028","The Throwback","The Throwback","1935","Western"
"tt0027167","nm0384616","The Vanishing Riders","The Vanishing Riders","1935","Western"
"tt0027238","nm0366781","The Gypsy Baron","Zigeunerbaron","1935","Musical"
"tt0027271","nm0496505","Alibi for Murder","Alibi for Murder","1936","Thriller"
"tt0027289","nm0712748","Ambush Valley","Ambush Valley","1936","Western"
"tt0027291","nm0070264","El amor gitano","El amor gitano","1936",NULL
"tt0027440","nm0401680","Charlie Chan at the Opera","Charlie Chan at the Opera","1936","Comedy,Mystery,Thriller"
"tt0027454","nm0170973","Code of the Range","Code of the Range","1936","Western"
"tt0027455","nm0337586","Colleen","Colleen","1936","Comedy,Musical,Romance"
"tt0027507","nm0908076","Debt of Honour","Debt of Honour","1936","Drama"
"tt0027515","nm0097648","Desire","Desire","1936","Comedy,Crime,Romance"
"tt0027543","nm0166058","Down the Stretch","Down the Stretch","1936","Drama"
"tt0027598","nm0408433","Fair Exchange","Fair Exchange","1936","Comedy"
"tt0027624","\N","Rocket Ship","Rocket Ship","1936","Sci-Fi"
"tt0027651","nm0403126","Full Speed Ahead","Full Speed Ahead","1936","Drama"
"tt0027676","nm0064600","The Girl on the Front Page","The Girl on the Front Page","1936","Comedy,Drama"
"tt0027682","nm0794973","The Glory Trail","The Glory Trail","1936","Action,Drama,History"
"tt0027698","nm0502752","The Great Ziegfeld","The Great Ziegfeld","1936","Biography,Drama,Musical"
"tt0027712","nm0292134","Hair-Trigger Casey","Hair-Trigger Casey","1936","Action,Animation,Crime"
"tt0027729","nm0414985","Hot Blood","Heißes Blut","1936","Comedy"
"tt0027743","nm0666852","Hilde und die vier PS","Hilde und die vier PS","1936",NULL
"tt0027760","nm0915007","Hopalong Cassidy Returns","Hopalong Cassidy Returns","1936","Adventure,Drama,Romance"
"tt0027767","nm0727999","How to Behave","How to Behave","1936","Comedy,Short"
"tt0027784","nm0547446","I'd Give My Life","I'd Give My Life","1936","Drama"
"tt0027800","nm0385171","The Invisible Ray","The Invisible Ray","1936","Horror,Sci-Fi,Thriller"
"tt0027840","nm0576940","Kelly the Second","Kelly the Second","1936","Comedy,Romance"
"tt0027841","nm0818423","Kermisgasten","Kermisgasten","1936",NULL
"tt0027844","nm0621540","The Road I Travel with You","Kimi to yuku michi","1936","Drama"
"tt0027856","nm0251456","The Czar's Courier","Der Kurier des Zaren","1936","Drama"
"tt0027887","nm0954673","The Lilac Domino","The Lilac Domino","1937","Musical,Romance"
"tt0027890","nm0627864","The Lion's Den","The Lion's Den","1936","Western"
"tt0027893","nm0188669","Little Lord Fauntleroy","Little Lord Fauntleroy","1936","Drama,Family"
"tt0027936","nm0166058","Man Hunt","Man Hunt","1936","Comedy,Crime,Drama"
"tt0027952","nm0080868","Meet Nero Wolfe","Meet Nero Wolfe","1936","Mystery"
"tt0028016","nm0257068","Mädchenjahre einer Königin","Mädchenjahre einer Königin","1936","Comedy"
"tt0028026","nm0059106","Nevada","Nevada","1935","Action,Romance,Western"
"tt0028040","nm0526369","Norge for folket","Norge for folket","1936","Drama"
"tt0028087","nm0484645","Parole!","Parole!","1936","Crime,Drama"
"tt0028101","nm0384616","The Phantom of the Range","The Phantom of the Range","1936","Action,Comedy,Romance"
"tt0028122","nm0137588","Popular Science","Popular Science","1936","Documentary,Short"
"tt0028208","nm0314351","Rose of the Rancho","Rose of the Rancho","1936","Action,Music,Romance"
"tt0028278","nm0243295","A Son Comes Home","A Son Comes Home","1936","Drama"
"tt0028302","nm0312866","Lo squadrone bianco","Lo squadrone bianco","1936","Drama,War"
"tt0028313","nm0226189","The Story of Louis Pasteur","The Story of Louis Pasteur","1936","Biography,Drama,History"
"tt0028324","nm0102908","Sundown Saunders","Sundown Saunders","1935","Western"
"tt0028357","nm0337586","They Met in a Taxi","They Met in a Taxi","1936","Comedy"
"tt0028379","nm0665737","Thunderbolt","Thunderbolt","1935","Western"
"tt0028380","nm0780009","Ticket to Paradise","Ticket to Paradise","1936","Drama"
"tt0028432","nm0337586","Two in a Crowd","Two in a Crowd","1936","Comedy,Romance"
"tt0028463","nm0653158","Vi vil oss et land...","Vi vil oss et land...","1936","Drama,Short"
"tt0028574","nm0441947","Amateur Crook","Amateur Crook","1937","Action,Comedy,Crime"
"tt0028618","nm0744514","Behind the Headlines","Behind the Headlines","1937","Action,Adventure,Crime"
"tt0028710","nm0401680","Checkers","Checkers","1937","Drama"
"tt0028787","nm0281487","Ding Dong Doggie","Ding Dong Doggie","1937","Animation,Comedy,Family"
"tt0028852","nm0406591","Fant","Fant","1937","Crime,Drama"
"tt0028858","nm0560395","Felicità Colombo","Felicità Colombo","1937",NULL
"tt0028861","nm0094801","Il feroce Saladino","Il feroce Saladino","1937","Comedy"
"tt0028892","nm0103855,nm0018348","Tomb of the Angels","La fossa degli angeli","1937","Drama"
"tt0028903","nm0491504,nm0641045","Frk. Møllers jubilæum","Frk. Møllers jubilæum","1937","Comedy"
"tt0028917","nm0292134","Gangsters on the Loose","Gangsters on the Loose","1937","Crime"
"tt0028925","nm0163332","Get Rich Quick Porky","Get Rich Quick Porky","1937","Animation,Comedy,Family"
"tt0029070","nm0823864","Join the Marines","Join the Marines","1937","Action"
"tt0029102","nm0180987","Lady Behave!","Lady Behave!","1937","Comedy,Romance"
"tt0029103","nm0285946","The Lady Escapes","The Lady Escapes","1937","Comedy"
"tt0029108","nm0711855","Lancer Spy","Lancer Spy","1937","Drama,Thriller,War"
"tt0029146","nm0226189","The Life of Emile Zola","The Life of Emile Zola","1937","Biography,Drama"
"tt0029156","nm0107543","The Live Wire","The Live Wire","1937","Comedy"
"tt0029178","nm0483944","Madame Bovary","Madame Bovary","1937","Drama"
"tt0029208","nm0025107","Mando único","Mando único","1937","Documentary,Short,War"
"tt0029230","nm0627864","Melody of the Plains","Melody of the Plains","1937","Romance,Western"
"tt0029242","nm0649577","Mientras el mundo marcha","Mientras el mundo marcha","1937","Documentary,Short,War"
"tt0029247","nm0384616","Million Dollar Racket","Million Dollar Racket","1937","Crime,Drama,Romance"
"tt0029296","nm0356931","Nation Aflame","Nation Aflame","1937","Drama"
"tt0029375","nm0293260","Gaiety Girls","Paradise for Two","1937","Comedy,Music"
"tt0029411","nm0293989","Plenty of Money and You","Plenty of Money and You","1937","Animation,Comedy,Family"
"tt0029450","nm0782804","Pusztai szél","Pusztai szél","1937",NULL
"tt0029467","nm0258015","Ready, Willing and Able","Ready, Willing and Able","1937","Comedy,Musical,Romance"
"tt0029484","nm0102908","Riders of the Dawn","Riders of the Dawn","1937","Romance,Western"
"tt0029527","nm0831577","Sea Devils","Sea Devils","1937","Action"
"tt0029595","nm0850895","Speaking of the Weather","Speaking of the Weather","1937","Animation,Comedy,Family"
"tt0029668","nm0002179","Thrill of a Lifetime","Thrill of a Lifetime","1937","Comedy,Music,Romance"
"tt0029670","nm0314351","Thunder in the City","Thunder in the City","1937","Comedy,Crime,Drama"
"tt0029703","nm0058270","Two-Fisted Sheriff","Two-Fisted Sheriff","1937","Action,Adventure,Western"
"tt0029709","nm0782707","Under Cover of Night","Under Cover of Night","1937","Action,Comedy,Mystery"
"tt0029733","nm0250038","The Vicar of Bray","The Vicar of Bray","1937","Drama,History"
"tt0029755","nm0066247","West Bound Limited","West Bound Limited","1937","Action,Adventure,Crime"
"tt0030143","nm0384616","Flying Fists","Flying Fists","1937","Action,Adventure,Drama"
"tt0030157","nm0497961","French Leave","French Leave","1937","Comedy,War"
"tt0031520","nm0482742","The Young Count","Der junge Graf","1935","Comedy"
"tt0127615","\N","A Jornada Corporativa de Vila Nova de Gaia e Porto","A Jornada Corporativa de Vila Nova de Gaia e Porto","1936","Documentary"
"tt0125733","nm0945428","Enoken no senman chôja","Enoken no senman chôja","1936","Comedy"
"tt0127717","\N","Palmela","Palmela","1936","Documentary"
"tt0128021","nm0578933","A Nove Milhas da Costa","A Nove Milhas da Costa","1936","Documentary"
"tt0128134","\N","Comemoração do Primeiro de Dezembro","Comemoração do Primeiro de Dezembro","1937","Documentary"
"tt0128270","nm0170008","A Inauguração das Obras do Porto de Setúbal","A Inauguração das Obras do Porto de Setúbal","1936","Documentary"
"tt0127537","\N","Em Férias","Em Férias","1936","Documentary"
"tt0127542","\N","Estoril às Seis","Estoril às Seis","1936","Documentary"
"tt0134191","nm0406108","Violet of Potsdam Square","Das Veilchen vom Potsdamer Platz","1936","Drama"
"tt0139121","nm0622148","Le clown Bux","Le clown Bux","1935","Comedy"
"tt0142872","nm0487237","The Stevedores","The Stevedores","1937","Animation,Short"
"tt0144592","nm0360002","The Scarab Murder Case","The Scarab Murder Case","1936","Mystery"
"tt0145822","nm0454028","His Majesty and Co","His Majesty and Co","1935","Musical"
"tt0147863","nm0004454","Un mauvais garçon","Un mauvais garçon","1936","Comedy,Drama,Musical"
"tt0150861","nm0205074,nm0330207","The Hay Ride","The Hay Ride","1937","Animation,Short"
"tt0151486","nm0460395","Manzelství na úver","Manzelství na úver","1936","Romance"
"tt0151999","nm0608487","Play Ball","Play Ball","1937","Animation,Short"
"tt0163104","nm0924901","Mister Smarty","Mister Smarty","1936","Comedy,Short"
"tt0135627","nm0437414","Rhythm Saves the Day","Rhythm Saves the Day","1937","Comedy,Music,Short"
"tt0135858","nm0826452","Daphne and the Diplomat","Daphne und der Diplomat","1937",NULL
"tt0137176","nm0267591","I Give My Life","Port-Arthur","1936","Drama,War"
"tt0140335","nm0679283","The Torment","La llaga","1937","Drama"
"tt0140713","nm0679283","What Shall I Do with the Child?","¿Qué hago con la criatura?","1936","Comedy"
"tt0142105","nm0487237","Battle Royal","Battle Royal","1936","Animation,Short"
"tt0148447","\N","Make Believe Revue","Make Believe Revue","1935","Animation,Short"
"tt0150566","nm0608487,nm0856056","The First Snow","The First Snow","1935","Animation,Short"
"tt0153526","nm0523932","La veuve joyeuse","La veuve joyeuse","1935",NULL
"tt0154381","nm0024061","Danger Signal","Danger Signal","1937",NULL
"tt0155143","nm0040892","Sarala","Sarala","1936",NULL
"tt0155494","nm0065991","Andheri Duniya","Andheri Duniya","1936",NULL
"tt0159597","nm0141351","Night Ride","Night Ride","1937","Drama"
"tt0166479","nm0162272","Andula vyhrála","Andula vyhrála","1937","Comedy"
"tt0167786","nm0789196","Beautiful Banff and Lake Louise","Beautiful Banff and Lake Louise","1935","Documentary,Short"
"tt0128402","nm0592056","Pernes","Pernes","1937","Documentary"
"tt0128404","nm0578933","Pescadores","Pescadores","1937","Documentary"
"tt0128678","\N","São João da Madeira e Oliveira de Azeméis","São João da Madeira e Oliveira de Azeméis","1936","Documentary"
"tt0173315","nm0777706","Teddy Bergman's International Broadcast","Teddy Bergman's International Broadcast","1936","Comedy,Music,Short"
"tt0167911","nm0669840","The Early Bird","The Early Bird","1936","Comedy"
"tt0168257","nm0116103","While Parents Sleep","While Parents Sleep","1935",NULL
"tt0174585","nm0823906,nm2080393","Deutsche Siege in drei Erdteilen","Deutsche Siege in drei Erdteilen","1937","Documentary"
"tt0178268","nm0274740","Bewitching Kisses","Besos brujos","1937","Drama,Musical,Romance"
"tt0172217","nm0777706","Carnival Time","Carnival Time","1936","Music,Short"
"tt0191945","nm0139151","Les demi-vierges","Les demi-vierges","1936",NULL
"tt0182461","nm0285551","Stranger Than Fiction, #17","Stranger Than Fiction, #17","1935","Documentary,Short"
"tt0182540","nm0748014","Yoo Yoo Hollywood","Yoo Yoo Hollywood","1935","Short"
"tt0191213","nm0826343,nm0382291","Jeunesse d'abord","Jeunesse d'abord","1935","Comedy"
"tt0193269","nm0477087","Kuang Dauyan","Kuang Dauyan","1937","Comedy"
"tt0194025","nm0588183","Hurling","Hurling","1936","Documentary,Short"
"tt0201735","nm0868535","Lo que le pasó a Reynoso","Lo que le pasó a Reynoso","1937","Drama"
"tt0194224","nm0700259","La peau d'un autre","La peau d'un autre","1937","Comedy"
"tt0197967","nm0560803","La treizième enquête de Grey","La treizième enquête de Grey","1937","Crime"
"tt0203276","nm0693398","27 rue de la Paix","27 rue de la Paix","1936","Crime"
"tt0195030","nm0537222","Les loups entre eux","Les loups entre eux","1936",NULL
"tt0204145","nm0082581","L'argent","L'argent","1936","Drama"
"tt0204800","nm0391750","Alibi Bye Bye","Alibi Bye Bye","1935","Comedy,Short"
"tt0205362","nm0508496","Ren lun","Ren lun","1935",NULL
"tt0205552","nm0955820","New and Old Times","Xin jiu shi dai","1937","Drama"
"tt0212085","nm0718115","De la sartén al fuego","De la sartén al fuego","1935","Action,Comedy,Drama"
"tt0225758","\N","Floral Japan","Floral Japan","1937","Documentary,Short"
"tt0227491","nm0454115","Shinsengumi","Shinsengumi","1937",NULL
"tt0227624","nm0588183","Tennis Tactics","Tennis Tactics","1937","Short,Sport"
"tt0231097","nm0438898","Aflatoon","Aflatoon","1937",NULL
"tt0220523","nm0626885","Hoheit tanzt Walzer","Hoheit tanzt Walzer","1935","Comedy,Musical"
"tt0232048","nm0006371","Manmohan","Manmohan","1936",NULL
"tt0237487","nm0046219","The Chant of Hope","Nashid al-Amal","1937","Drama,Musical,Romance"
"tt0233667","nm0836687","Der Etappenhase","Der Etappenhase","1937","Comedy,Romance,War"
"tt0234260","\N","Modern Tokyo","Modern Tokyo","1935","Documentary,Short"
"tt0261934","nm0591880","Qadjeti","Qadjeti","1937","Action,Adventure,Drama"
