" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0029988","nm0109264","Who Is Happier Than I?","Chi è più felice di me!","1938","Comedy"
"tt0029992","nm0547446","A Christmas Carol","A Christmas Carol","1938","Drama,Family,Fantasy"
"tt0030009","nm0162380","Con la cuarenta y tres División","Con la cuarenta y tres División","1938","Documentary,Short,War"
"tt0030036","nm0560395","The Lady in White","La dama bianca","1938","Comedy"
"tt0030110","nm0624756","Everything Happens to Me","Everything Happens to Me","1938","Comedy"
"tt0030132","\N","The Fight for Peace","The Fight for Peace","1938","Documentary,War"
"tt0030221","nm0114266","Stardust","Stardust","1938","Comedy,Musical,Romance"
"tt0030228","nm0108575","Held for Ransom","Held for Ransom","1938","Action,Adventure,Crime"
"tt0030244","nm0281487","Honest Love and True","Honest Love and True","1938","Animation,Short"
"tt0030285","nm0094801","Jeanne Doré","Jeanne Doré","1938","Drama"
"tt0030297","nm0641045,nm0491504","Fröken Julia jubilerar","Fröken Julia jubilerar","1938","Comedy"
"tt0030299","nm0520419","Jump, Chump, Jump","Jump, Chump, Jump","1938","Comedy,Short"
"tt0030307","nm0649910","Soldier's Bride","Jääkärin morsian","1938","Drama,History,War"
"tt0030324","nm0744504,nm0225903","King of the Sierras","King of the Sierras","1938","Western"
"tt0030344","nm0117275","The Last Barricade","The Last Barricade","1938","Romance,War"
"tt0030362","nm0704841","Liebelei und Liebe","Liebelei und Liebe","1938","Romance"
"tt0030385","nm0303742","Battles in the Shadow","Lotte nell'ombra","1938",NULL
"tt0030421","nm0674398","Mariquilla Terremoto","Mariquilla Terremoto","1939","Drama,Musical"
"tt0030423","\N","Mars Attacks the World","Mars Attacks the World","1938","Romance,Sci-Fi"
"tt0030496","nm0220131","Narren im Schnee","Narren im Schnee","1938",NULL
"tt0030620","nm0823864","Prairie Moon","Prairie Moon","1938","Western"
"tt0030642","nm0347589","Quadrille","Quadrille","1938","Comedy,Romance"
"tt0030671","nm0213940","She Returned at Dawn","Retour à l'aube","1938","Drama,Romance"
"tt0030681","nm0792450","Riders of the Black Hills","Riders of the Black Hills","1938","Western"
"tt0030709","nm0391750","The Saint in New York","The Saint in New York","1938","Crime,Drama,Mystery"
"tt0030710","nm0172151","Saleslady","Saleslady","1938","Comedy,Drama,Romance"
"tt0030724","nm0316295","Se quell'idiota ci pensasse...","Se quell'idiota ci pensasse...","1939",NULL
"tt0030728","nm0554801","Segundo noticiario intercontinental","Segundo noticiario intercontinental","1938","Documentary,Short,War"
"tt0030764","nm0045800","A Slight Case of Murder","A Slight Case of Murder","1938","Comedy,Crime"
"tt0030769","nm0238810","Son oncle de Normandie","Son oncle de Normandie","1939",NULL
"tt0030782","nm0171385","La sposa dei re","La sposa dei re","1938","Comedy,History"
"tt0030862","nm0127511","This Marriage Business","This Marriage Business","1938","Adventure,Comedy,Crime"
"tt0030871","nm0251456","The Tiger of Eschnapur","Der Tiger von Eschnapur","1938","Drama"
"tt0030888","nm0307819","Trade Winds","Trade Winds","1938","Drama"
"tt0030907","nm0726729","L'ultimo scugnizzo","L'ultimo scugnizzo","1938","Comedy"
"tt0030916","\N","Unusual Occupations","Unusual Occupations","1938","Documentary,Short"
"tt0030952","nm0412159","Vragi","Vragi","1938","Drama"
"tt0030970","nm0569645","Where the West Begins","Where the West Begins","1938","Action,Music,Western"
"tt0030993","nm0001008","You Can't Take It with You","You Can't Take It with You","1938","Comedy,Drama,Romance"
"tt0031008","nm0913773","Znachor","Znachor","1937","Drama,Romance"
"tt0031071","nm0484645","Bad Lands","Bad Lands","1939","Action,Drama,Western"
"tt0031154","nm0498584","Chicken Wagon Family","Chicken Wagon Family","1939","Comedy"
"tt0122212","nm0441272","Phantom Gold","Phantom Gold","1937","Adventure"
"tt0123118","nm0092312,nm0159914,nm0503483","Iran, det nye Persien","Iran, det nye Persien","1939","Documentary"
"tt0133996","nm0882795","Women of Niskavuori","Niskavuoren naiset","1938","Drama,Romance"
"tt0129296","nm0002061,nm0528690","A People Eternal","A People Eternal","1939","Drama"
"tt0130091","nm1387274","Der lose Falter","Der lose Falter","1938","Short"
"tt0127567","\N","Den gamle forelsker sig","Den gamle forelsker sig","1939",NULL
"tt0127679","\N","Maria Papoila","Maria Papoila","1937","Documentary"
"tt0127739","\N","Praia de Mira","Praia de Mira","1937","Documentary"
"tt0128057","nm0592056","Aspectos de Óbidos","Aspectos de Óbidos","1937","Documentary"
"tt0128135","\N","As Comemorações do Primeiro de Dezembro","As Comemorações do Primeiro de Dezembro","1937","Documentary"
"tt0128235","nm0896675","Golegã","Golegã","1937","Documentary"
"tt0129021","nm0168685","O Cânhamo, Sua Cultura e Aplicações Industriais","O Cânhamo, Sua Cultura e Aplicações Industriais","1939","Documentary"
"tt0129032","\N","Desafio de Futebol Portugal-Suiça","Desafio de Futebol Portugal-Suiça","1939","Documentary"
"tt0129088","\N","As Festas Eucarísticas de 1939","As Festas Eucarísticas de 1939","1939","Documentary"
"tt0129240","\N","Mocidade Vitoriosa","Mocidade Vitoriosa","1939","Documentary"
"tt0136345","nm0902025","Kongo-Express","Kongo-Express","1939","Adventure,Romance"
"tt0138848","nm0636147","Syyllisiäkö?","Syyllisiäkö?","1938","Drama"
"tt0139624","nm0421165","Spare Time","Spare Time","1939","Documentary,Short,Sport"
"tt0142885","nm0376221","Symphony of Swing","Symphony of Swing","1939","Music,Short"
"tt0154670","nm0888782","Janssens tegen Peeters","Janssens tegen Peeters","1939","Comedy"
"tt0148167","nm0204190","The Foolish Bunny","The Foolish Bunny","1938","Animation,Short"
"tt0148366","nm0365489","Kangaroo Kid","Kangaroo Kid","1938","Animation,Short"
"tt0148374","nm0051019","Bitter Honeymoon","Keserü mézeshetek","1939","Comedy,Romance"
"tt0152255","nm0421165","S.S. Ionian","S.S. Ionian","1939","Documentary,Short,War"
"tt0155889","nm0059400","Mukti","Mukti","1937","Drama"
"tt0156468","nm0097887","Desher Mati","Desher Mati","1938",NULL
"tt0149895","nm0319013","The Birth of a Toothpick","The Birth of a Toothpick","1939","Animation,Short"
"tt0150240","nm0711197,nm0205074,nm0673931","The Cuckoo Bird","The Cuckoo Bird","1939","Animation,Short"
"tt0150344","\N","Dizzy Ducks","Dizzy Ducks","1937","Animation,Short"
"tt0151788","nm0205074","The Nutty Network","The Nutty Network","1939","Animation,Short"
"tt0152052","nm0482742","Pozor strasí","Pozor strasí","1938","Comedy"
"tt0170784","nm0162272","Vzdusné torpédo 48","Vzdusné torpédo 48","1937",NULL
"tt0166563","nm0351947","Devcata, nedejte se!","Devcata, nedejte se!","1937","Comedy"
"tt0166700","nm0079009","La mancha de sangre","La mancha de sangre","1937","Drama"
"tt0160593","nm0275220","The West","L'occident","1938","Drama"
"tt0160635","nm0551335","Le paradis des voleurs","Le paradis des voleurs","1939","Comedy"
"tt0162355","nm0786470","Guadalupe La Chinaca","Guadalupe La Chinaca","1938","Drama,History,Romance"
"tt0168193","nm0668972","The Stoker","The Stoker","1937","Comedy"
"tt0177605","nm0023813","The Newsie and the Lady","El canillita y la dama","1938","Comedy"
"tt0173436","nm0916385","The Wages of Sin","The Wages of Sin","1938","Drama"
"tt0175825","nm0904706","Kouzelný dum","Kouzelný dum","1939","Drama"
"tt0175890","nm0618034","Margarita, Armando y su padre","Margarita, Armando y su padre","1939","Comedy,Romance"
"tt0188725","\N","Journey of the Heroine","Journey of the Heroine","1939",NULL
"tt0186203","nm0209737","El hechizo del trigal","El hechizo del trigal","1939",NULL
"tt0187680","nm0139151","L'accroche-coeur","L'accroche-coeur","1938","Comedy,Drama"
"tt0187997","nm0943202","Invincible Martial Arts","Wu di wu shu tuan","1938","Comedy"
"tt0190360","nm0714760","Gruhalakshmi","Grihalakshmi","1938","Drama"
"tt0193197","nm0477087","Gong di","Gong di","1938","Drama"
"tt0193239","nm0347589","Nine Bachelors","Ils étaient neuf célibataires","1939","Comedy,Romance"
"tt0193591","nm0131891","Une femme qui se partage","Une femme qui se partage","1937",NULL
"tt0190612","nm0173824","Papá Chirola","Papá Chirola","1937",NULL
"tt0194204","nm0950680","Nu shao ye","Nu shao ye","1938","Comedy"
"tt0230880","nm0136579","Tierra brava","Tierra brava","1938","Comedy,Drama,Musical"
"tt0205056","nm0508496","Fei zhen e ci hu","Fei zhen e ci hu","1939",NULL
"tt0205520","nm0955820","Wen Suchen, Part Two","Wen Suchen, Part Two","1939",NULL
"tt0213649","nm0258477","La femme du bout du monde","La femme du bout du monde","1938","Drama"
"tt0214593","\N","Coat Tales","Coat Tales","1939","Comedy,Short"
"tt0215197","nm0118807","Soak the Poor","Soak the Poor","1937","Crime,Drama,Short"
"tt0224289","nm0196563","Behind the Bars","Tras la reja","1937","Drama"
"tt0196731","nm0270765","The Magician's Daughter","The Magician's Daughter","1938","Romance,Short"
"tt0196763","nm0188105","El mono relojero","El mono relojero","1938","Animation,Short"
"tt0203080","nm0046104","The Royal Visit","The Royal Visit","1939","Documentary"
"tt0232009","nm0703528","Neighborhood Lights","Luces de barriada","1939","Comedy,Drama"
"tt0347139","nm0914923","Hamlet and Eggs","Hamlet and Eggs","1937","Comedy,Short"
"tt0236510","nm0296193","Mona Lisa","Mona Lisa","1939",NULL
"tt0270966","nm0533073","George Hall and His Orchestra","George Hall and His Orchestra","1937","Music,Short"
"tt0292457","nm0869664","The Boss Didn't Say Good Morning","The Boss Didn't Say Good Morning","1937","Short"
"tt0335382","nm0850816","Robo no ishi","Robo no ishi","1938",NULL
"tt0248683","nm0384830","Autobus S","Autobus S","1937",NULL
"tt0254780","nm0785109,nm3647497","Sluchay na polustanke","Sluchay na polustanke","1939",NULL
"tt0262532","nm0968819","Joujoux e Balangandãs","Joujoux e Balangandãs","1939","Musical"
"tt0263419","\N","Hanataba no yume","Hanataba no yume","1938",NULL
"tt0281259","nm0649745","The Price of Happiness","Taman el saada","1939","Drama,Romance"
"tt0281387","nm0649745","A Long Awaited Day","Yom el mona","1938","Comedy,Drama"
"tt0321899","nm0949031","Warm Current","Danryu","1939",NULL
"tt0378981","\N","Vijay Marg","Vijay Marg","1938",NULL
"tt0361597","nm0883389","Fakhre Islam","Fakhre Islam","1937",NULL
"tt0360738","nm0409781","Lavlo Nehar","Lavlo Nehar","1937",NULL
"tt0416734","\N","A Farewell Supper","A Farewell Supper","1938","Drama,Short"
"tt0416783","nm0349310","Goodness, How Sad!","Goodness, How Sad!","1938",NULL
"tt0417631","\N","Edna's Fruit Hat","Edna's Fruit Hat","1939","Romance"
"tt0412609","\N","Count Albany","Count Albany","1938","Drama,History"
"tt0416761","\N","Gallows Glorious","Gallows Glorious","1938","Drama"
"tt0422205","\N","An Expert in Crime","An Expert in Crime","1939",NULL
"tt0420174","\N","Shall We Join the Ladies?","Shall We Join the Ladies?","1939",NULL
"tt0418249","nm0294136","Traitor's Gate","Traitor's Gate","1939",NULL
"tt0422569","nm0959977","Katsura hime","Katsura hime","1937","Animation,Short"
"tt0422598","nm1699660","Kokumin kaiei","Kokumin kaiei","1938","Documentary,Short"
"tt0497806","nm2151522,nm0776369","Mysterium des Lebens","Mysterium des Lebens","1937","Documentary,Short"
"tt0425858","nm0407464","Chûshingura - Chi no maki","Chûshingura - Chi no maki","1938",NULL
"tt0440471","nm0500676","Hilfe, Erpresser!","Hilfe, Erpresser!","1939","Short"
"tt0461748","nm0502479","Bahay kubo","Bahay kubo","1938","Musical"
"tt0499009","nm0403126","Dial 999","Dial 999","1938","Crime,Drama"
"tt0777929","nm1338857","Ang magsasampaguita","Ang magsasampaguita","1939",NULL
"tt0720550","\N","Hassan: Part 2","Hassan: Part 2","1937",NULL
"tt1008954","nm0823864","Screen Snapshots Series 18, No. 4","Screen Snapshots Series 18, No. 4","1938","Documentary,Short"
"tt0791500","\N","Ang kaban ng tipan","Ang kaban ng tipan","1939",NULL
"tt0996480","nm0793119","Okusama ni shirasu bekarazu","Okusama ni shirasu bekarazu","1937",NULL
"tt0996634","nm1012461","Der Musikfeind","Der Musikfeind","1937","Short"
"tt0857170","\N","Münster, Westfalens schöne Hauptstadt","Münster, Westfalens schöne Hauptstadt","1938","Documentary,Short"
"tt0026703","nm0656528","Merlusse","Merlusse","1938","Comedy,Drama"
"tt1051270","nm0560395","Triumph of Love","Il trionfo dell'amore","1938","Comedy"
"tt0030978","nm0625726,nm0942611","The Great Adventures of Wild Bill Hickok","The Great Adventures of Wild Bill Hickok","1938","Action,Western"
"tt0031026","nm0563030","Alarm auf Station III","Alarm auf Station III","1939","Crime"
"tt0031037","nm0505680","Amangeldy","Amangeldy","1939","Drama"
"tt0031058","nm0890085","Ask a Policeman","Ask a Policeman","1939","Adventure,Comedy,Crime"
"tt0031199","nm0460667,nm0281487","Customers Wanted","Customers Wanted","1939","Animation,Comedy,Family"
"tt0031211","nm0712748","Daughter of the Tong","Daughter of the Tong","1939","Crime,Thriller"
"tt0031278","nm0448915","Escape to Paradise","Escape to Paradise","1939","Comedy,Musical,Romance"
"tt0031314","nm0268513","Five Came Back","Five Came Back","1939","Adventure,Drama,Thriller"
"tt0031511","nm0820461","Quick Millions","Quick Millions","1939","Comedy"
"tt0031588","nm0163332","The Lone Stranger and Porky","The Lone Stranger and Porky","1939","Animation,Comedy,Family"
"tt0031611","nm0762263","Man About Town","Man About Town","1939","Comedy,Musical"
"tt0031705","nm0308178","Mystery of the White Room","Mystery of the White Room","1939","Crime,Mystery,Romance"
"tt0031724","nm0587277","The Night of Nights","The Night of Nights","1939","Drama"
"tt0031733","nm0625726","North of the Yukon","North of the Yukon","1939","Music,Western"
"tt0031751","nm0737053","Old Mother Riley Joins Up","Old Mother Riley Joins Up","1939","Comedy"
"tt0031814","nm0163332","Porky's Movie Mystery","Porky's Movie Mystery","1939","Animation,Comedy,Family"
"tt0031848","nm0268513","Reno","Reno","1939","Drama"
"tt0031860","nm0071560","Riders of the Frontier","Riders of the Frontier","1939","Action,Music,Western"
"tt0031919","nm0813216,nm0235590","Shors","Shchors","1939","Biography,Drama,War"
"tt0031928","nm0198246,nm0362041","Sioux Me","Sioux Me","1939","Animation,Comedy,Family"
"tt0031962","nm0763798","The Spirit of Culver","The Spirit of Culver","1939","Drama"
"tt0032021","nm0387002","They Made Her a Spy","They Made Her a Spy","1939","Action,Crime,Drama"
"tt0032078","nm0006943","Unexpected Father","Unexpected Father","1939","Comedy,Drama"
"tt0032129","nm0384616","Wild Horse Canyon","Wild Horse Canyon","1938","Western"
"tt0032152","nm0550892,nm0166836","You Can't Cheat an Honest Man","You Can't Cheat an Honest Man","1939","Comedy"
"tt0032948","nm0195655","Trial and Death of Socrates","Processo e morte di Socrate","1939","Drama"
"tt1080797","nm1970070","Saigo no shinpan","Saigo no shinpan","1938",NULL
"tt0028552","nm0691947","Good-Bye Nicanor","Adiós Nicanor","1937","Drama,Musical,Western"
"tt0028555","nm0567757","The Adventurous Blonde","The Adventurous Blonde","1937","Comedy,Mystery,Romance"
"tt0028625","nm0901874","The Beaver Coat","Der Biberpelz","1937",NULL
"tt0028685","nm0281487","The Candid Candidate","The Candid Candidate","1937","Animation,Comedy,Family"
"tt0028714","nm0538632,nm0408348","Chikemuri Takadanobaba","Chikemuri Takadanobaba","1937","Action,Comedy,Drama"
"tt0028750","nm0190677","Family Bonus","Családi pótlék","1937","Comedy"
"tt0028759","nm0484645","Danger Patrol","Danger Patrol","1937","Drama,Romance"
"tt0028785","nm0416258,nm0853028","Dick Tracy","Dick Tracy","1937","Action,Comedy,Crime"
"tt0028939","nm0000923","The Go Getter","The Go Getter","1937","Comedy,Romance"
"tt0029044","nm0523893","Idol of the Crowds","Idol of the Crowds","1937","Drama,Romance,Sport"
"tt0030083","nm0036769","Friends","Druzya","1939","Biography,War"
"tt0029112","nm0681635","Larceny on the Air","Larceny on the Air","1937","Action,Crime,Drama"
"tt0029158","nm0484645","Living on Love","Living on Love","1937","Comedy,Romance"
"tt0029161","nm0319013","Lonesome Ghosts","Lonesome Ghosts","1937","Animation,Comedy,Family"
"tt0029187","nm0281487","Magic on Broadway","Magic on Broadway","1937","Animation,Music,Short"
"tt0029219","nm0568915","Marry the Girl","Marry the Girl","1937","Comedy,Romance"
"tt0029234","nm0191899","Merry-Go-Round of 1938","Merry-Go-Round of 1938","1937","Comedy,Musical,Romance"
"tt0029287","nm0071560","The Mysterious Pilot","The Mysterious Pilot","1937","Action,Adventure,Crime"
"tt0029329","nm0511995,nm0906291","Odygdens belöning","Odygdens belöning","1937","Comedy,Drama"
"tt0029370","nm0281487,nm0101466","The Paneless Window Washer","The Paneless Window Washer","1937","Animation,Comedy,Family"
"tt0029486","nm0942611","Riders of the Whistling Skull","Riders of the Whistling Skull","1937","Mystery,Western"
"tt0029547","nm0448915","She Asked for It","She Asked for It","1937","Adventure,Comedy,Crime"
"tt0030154","nm0879802","Frau Sixta","Frau Sixta","1938","Drama"
"tt0029605","nm0307819","Stand-In","Stand-In","1937","Comedy,Romance"
"tt0029616","nm0913297","Strife Over the Boy Jo","Streit um den Knaben Jo","1937","Drama"
"tt0029634","nm0556737","Take My Tip","Take My Tip","1937","Comedy,Musical"
"tt0029650","nm0332539","That Certain Woman","That Certain Woman","1937","Drama,Romance"
"tt0029662","nm0782682","This Is My Affair","This Is My Affair","1937","Crime,Drama,History"
"tt0029711","nm0172485","Under Suspicion","Under Suspicion","1937","Mystery,Romance"
"tt0029729","nm0928781","Venus Makes Trouble","Venus Makes Trouble","1937","Adventure,Comedy,Crime"
"tt0029767","nm0281487","Whispers in the Dark","Whispers in the Dark","1937","Animation,Music,Short"
"tt0029820","nm0281487","Zula Hula","Zula Hula","1937","Animation,Short"
"tt0029841","nm0496505","Adventure in Sahara","Adventure in Sahara","1938","Action,Adventure,Romance"
"tt0029852","nm0454771","Alexander's Ragtime Band","Alexander's Ragtime Band","1938","Drama,Musical,Romance"
"tt0029869","nm0419282","Anaesthesia","Anaesthesia","1938","Drama,History,Short"
"tt0029882","nm0437356","Arson Gang Busters","Arson Gang Busters","1938","Action,Adventure,Crime"
"tt0029916","nm0491504,nm0641045","Blaavand melder Storm","Blaavand melder Storm","1938","Drama,Thriller"
"tt0029927","nm0833965","Blondie","Blondie","1938","Comedy,Family"
"tt0029953","nm0281487,nm0101466","Bulldozing the Bull","Bulldozing the Bull","1938","Animation,Comedy,Family"
"tt0029955","nm0281487","Buzzy Boop","Buzzy Boop","1938","Animation,Comedy,Family"
"tt0029980","nm0726729","The Knight of San Marco","Il cavaliere di San Marco","1939",NULL
"tt0029999","nm0020980","Cleaning House","Cleaning House","1938","Animation,Comedy,Short"
"tt0030020","nm0850895","Cracked Ice","Cracked Ice","1938","Animation,Comedy,Family"
"tt0030059","nm0257638,nm0936823","Dick Tracy Returns","Dick Tracy Returns","1938","Action,Romance"
"tt0030066","nm0596410","Dollar","Dollar","1938","Comedy"
"tt0030086","nm0509327","You and I","Du und ich","1938",NULL
"tt0030108","nm0547446","Everybody Sing","Everybody Sing","1938","Comedy,Musical,Romance"
"tt0030116","nm0418600","El fakir Rodríguez","El fakir Rodríguez","1938","Comedy,Short"
"tt0030192","nm0002031","Gold Is Where You Find It","Gold Is Where You Find It","1938","Drama,History,Romance"
"tt0030201","nm0588183","The Great Heart","The Great Heart","1938","Biography,Short"
"tt0030242","nm0000036","Hollywood Handicap","Hollywood Handicap","1938","Comedy,Music,Short"
"tt0030255","nm0762616","I Demand Payment","I Demand Payment","1938","Drama,Romance"
"tt0030292","nm0238810","The Devil Is an Empress","Le joueur d'échecs","1938","Drama"
"tt0030329","nm0627864","Knight of the Plains","Knight of the Plains","1938","Western"
"tt0030353","nm0484645","Law of the Underworld","Law of the Underworld","1938","Crime,Drama"
"tt0030407","nm0338017,nm0866299","Mamele","Mamele","1938","Comedy,Musical"
"tt0030470","nm0864006","Mr. Moto's Gamble","Mr. Moto's Gamble","1938","Crime,Drama,Mystery"
"tt0030475","nm0662032","Murder in the Family","Murder in the Family","1938","Crime,Drama"
"tt0030476","nm0746740","Music Made Simple","Music Made Simple","1938","Comedy,Short"
"tt0030502","nm0127511","Night Spot","Night Spot","1938","Comedy,Crime,Music"
"tt0030511","nm0782804","Boy, the Noszty","A Noszty fiú esete Tóth Marival","1938","Drama,Romance"
"tt0030594","nm0699877,nm0231151","Mother and Sons","Pobeda","1938","Drama"
"tt0030617","nm0528690","The Power of Life","The Power of Life","1938","Drama"
"tt0030621","nm0782947","Pride of the West","Pride of the West","1938","Western"
"tt0030627","nm0190516","Prison Nurse","Prison Nurse","1938","Drama,Film-Noir"
"tt0030801","nm0003593","The Story of Doctor Carver","The Story of Doctor Carver","1938","Biography,Drama,Short"
"tt0030899","nm0621540","Tsuruhachi Tsurujirô","Tsuruhachi Tsurujirô","1938","Drama"
"tt0028018","nm0482742","A Girl from the Chorus","Ein Mädel vom Ballett","1937","Comedy"
"tt0028234","nm0682176","His Best Friend","Sein bester Freund","1937","Crime"
"tt0122298","nm0154374","Uncivilized","Uncivilised","1937","Adventure,Drama,History"
"tt0125437","nm0491504","Nordhavets mænd","Nordhavets mænd","1939","Drama"
"tt0134109","nm0625726","South of Arizona","South of Arizona","1938","Action,Adventure,Music"
"tt0127946","\N","Uma Excursão em Lisboa e Arredores","Uma Excursão em Lisboa e Arredores","1937","Documentary"
"tt0128238","nm0138660","O Grande Cortejo Folclórico","O Grande Cortejo Folclórico","1937","Documentary"
"tt0133708","nm0689455","The Dead March","The Dead March","1937","Drama,War"
"tt0128362","nm0896675","Mosteiro de Alcobaça","Mosteiro de Alcobaça","1937","Documentary"
"tt0128424","nm0896675","Procissão da Boa Viagem","Procissão da Boa Viagem","1937","Documentary"
"tt0134210","nm0087467","Westbound Mail","Westbound Mail","1937","Action,Western"
"tt0144765","nm0153713","Ankles Away","Ankles Away","1938","Comedy,Short"
"tt0139932","nm0679283","The Newspaper Boys","Los chicos de la prensa","1937","Comedy,Drama"
"tt0141313","nm0257288","In the Name of the People","Im Namen des Volkes","1939",NULL
"tt0141864","nm0924901","The Super Snooper","The Super Snooper","1937","Comedy,Short"
"tt0144954","nm0153713","Halfway to Hollywood","Halfway to Hollywood","1938","Comedy,Short"
"tt0151465","nm0711197","Maid in China","Maid in China","1938","Animation,Short"
"tt0148255","nm0365489","Happy Tots","Happy Tots","1939","Animation,Comedy,Family"
"tt0148429","nm0365489","Lucky Pigs","Lucky Pigs","1939","Animation,Short"
"tt0148630","nm0365489","Poor Little Butterfly","Poor Little Butterfly","1938","Animation,Romance,Short"
"tt0149378","nm0718243,nm0487200","Wilde Wasser","Wilde Wasser","1937","Short"
"tt0149595","nm0711197","Africa Squawks","Africa Squawks","1939","Animation,Short"
"tt0144126","nm0592238,nm0480190","Café de Paris","Café de Paris","1938","Crime,Mystery,Thriller"
"tt0151749","nm0711197","Nick's Coffee Pot","Nick's Coffee Pot","1939","Animation,Short"
"tt0152320","\N","Scrappy's Added Attraction","Scrappy's Added Attraction","1939","Animation,Short"
"tt0152482","nm0482742","Slávko nedej se!","Slávko nedej se!","1939","Comedy"
"tt0153597","nm0952712","Voodoo in Harlem","Voodoo in Harlem","1938","Animation,Short"
"tt0159525","nm0072872","The Last Chance","The Last Chance","1937","Drama"
"tt0155125","nm0052331","Rukmini","Rukmini","1939",NULL
"tt0160624","nm0159414","Paix sur le Rhin","Paix sur le Rhin","1938","Comedy,Drama"
"tt0165897","nm0294137","A Neckin' Party","A Neckin' Party","1937","Comedy,Short,Western"
"tt0166146","\N","A Comedy Among Fools","Una commedia fra i pazzi","1937",NULL
"tt0166302","nm0904706","Virginity","Panenství","1937","Drama"
"tt0169296","nm0249598","Television Talent","Television Talent","1937","Comedy"
"tt0166534","nm0351947","Co se septá","Co se septá","1938","Drama,Romance"
"tt0170324","nm0270836","A nö és a gép","A nö és a gép","1937","Sci-Fi,Short"
"tt0167850","nm0303120","Cristoforo Colombo","Cristoforo Colombo","1937",NULL
"tt0161590","nm0711197","The Frame-Up","The Frame-Up","1938","Animation,Short"
"tt0163719","nm0792491","The Little Maestro","The Little Maestro","1937","Comedy,Drama,Musical"
"tt0171223","nm0700259","Deux de la réserve","Deux de la réserve","1938","Comedy"
"tt0182184","nm0285551","Going Places with Lowell Thomas, #38","Going Places with Lowell Thomas, #38","1937","Documentary,Short"
"tt0175025","nm0777706","Patio Serenade","Patio Serenade","1938","Musical,Short"
"tt0180094","nm0019678","Retazo","Retazo","1939",NULL
"tt0201309","nm0812150","North Wind","Viento norte","1937","Drama,Western"
"tt0191950","nm0588183","Dexterity","Dexterity","1937","Documentary,Short"
"tt0197708","nm0739501","College Girls","Muchachas que estudian","1939","Comedy"
"tt0202051","nm0131891","Vacances payées","Vacances payées","1938","Comedy"
"tt0206969","nm0324506","Napoleon ist an allem schuld","Napoleon ist an allem schuld","1938","Comedy"
"tt0182863","nm0913829","Byakuran no uta: zenpen: kôhen","Byakuran no uta: zenpen: kôhen","1939",NULL
"tt0215582","nm0817069","The Bright Path","The Bright Path","1939",NULL
"tt0212501","\N","Serene Siam","Serene Siam","1937","Documentary,Short"
"tt0210154","nm0880618","Let My People Live","Let My People Live","1939","Documentary,Short"
"tt0240052","nm0576481","Surdas","Surdas","1939",NULL
"tt0230091","nm0136579","The Coward","El cobarde","1939","Drama,Romance,War"
"tt0236241","nm0538966","Die fromme Lüge","Die fromme Lüge","1938","Drama"
"tt0228343","nm0786470","The Heavy Cross","La gran cruz","1937","Drama"
"tt0228787","nm0955072","Robert and Bertram","Robert und Bertram","1939","Comedy"
"tt0229508","nm0117932","Cat Walk","Der Katzensteg","1937","Drama"
"tt0240763","nm0436132","Nincsenek véletlenek","Nincsenek véletlenek","1939","Comedy"
"tt0238432","\N","Muzicki festival","Muzicki festival","1938","Documentary"
"tt0242176","nm0350583","The Eternal Secret","Az örök titok","1938","Drama"
"tt0239481","nm0105659","Ich bin gleich wieder da","Ich bin gleich wieder da","1939",NULL
"tt0247822","nm1299213","Wir fahren nach Amerika","Wir fahren nach Amerika","1939","Documentary"
"tt0254280","nm0160280","Dime a Dance","Dime a Dance","1937","Comedy,Music,Short"
"tt0251026","nm0173017","Le club des aristocrates","Le club des aristocrates","1937","Comedy"
"tt0255039","nm0700393","Chal Mohana Ranga","Chal Mohana Ranga","1937",NULL
"tt0255997","nm0636892","Hellas of 1938 Speaking","I Ellas tou 1938 omilei","1938","Documentary"
"tt0326946","nm0334350","His Pest Girl","His Pest Girl","1937","Comedy,Short"
"tt0263371","\N","Gas Light","Gas Light","1939","Drama,Thriller"
"tt0274394","nm0898521","Brandy Ki Botal","Brandy Ki Botal","1939",NULL
"tt0282685","nm0913703","Lidé pod horami","Lidé pod horami","1938",NULL
"tt0283531","nm0817662","Paní Kacka zasahuje","Paní Kacka zasahuje","1939","Comedy"
"tt0292619","nm0796645","Pacific Paradise","Pacific Paradise","1937","Music,Short"
"tt0267138","nm0301577","Zelkha Loves Ashour","Zelekha tuhib Achur","1939","Comedy,Drama"
"tt0267743","nm0207477","De melaatsheid","De melaatsheid","1938","Documentary"
"tt0267921","nm0098945","The Shakers","The Shakers","1938","Documentary"
"tt0280056","nm0774913","Pán a sluha","Pán a sluha","1938","Comedy"
"tt0281018","nm0594635","Osman wa Ali","Osman wa Ali","1938","Comedy,Drama"
"tt0281362","nm0783182","Behind the Curtain","Warra el setar","1938","Drama,Musical,Romance"
"tt0288546","\N","Going Places with Graham McNamee, #66","Going Places with Graham McNamee, #66","1939","Documentary,Short"
"tt0294785","nm0237424","A Night in a Music Hall","A Night in a Music Hall","1939","Music,Short"
"tt0327878","nm0914923","Holding the Bag","Holding the Bag","1937","Short"
"tt0328480","nm0636871","Strahil voyvoda","Strahil voyvoda","1938","Drama"
"tt0331356","nm1237318","Un tipo de suerte","Un tipo de suerte","1938","Comedy"
